MOD15A2H.A2000049.h30v12.006.2020041210828.Lai_500m,MOD15A2H,A2000049,Lat-33.6152Lon150.7236Samp17Line17,2020041210828,F,F,F,F,F,F,F,F,F,F,F,F,F,0.2,0.2,0.2,0.3,F,F,F,F,F,F,F,F,F,F,F,F,0.2,0.2,F,F,F,F,F,F,F,F,F,F,F,0.1,0.1,0.3,0.2,0.2,F,F,F,0.7,F,F,F,F,F,F,F,0.1,0.3,0.4,0.3,0.5,F,0.3,0.7,0.3,0.3,F,F,F,F,F,F,F,F,F,F,0.3,F,0.2,0.5,0.5,0.5,F,F,F,F,F,F,F,0.1,F,F,F,0.3,0.3,0.3,0.5,F,F,F,F,F,F,F,F,F,F,F,0.3,0.3,0.3,0.6,0.8,0.8,0.5,F,F,F,F,F,F,F,F,F,F,0.3,0.8,1.0,0.8,F,F,F,F,F,F,F,F,F,F,0.3,0.4,0.8,0.8,0.8,F,F,F,F,F,F,F,F,F,F,F,0.3,0.3,0.7,0.7,0.8,F,F,0.8,0.8,0.6,F,F,F,F,F,F,0.3,0.7,0.7,0.6,F,F,F,0.9,0.8,F,F,0.6,1.0,1.1,F,0.3,F,0.5,0.5,0.5,F,F,1.0,0.9,1.0,0.6,0.6,F,F,1.1,F,0.3,0.5,F,F,F,0.5,0.5,0.5,0.6,0.6,0.6,0.6,F,F,F,F,F,0.3,0.3,F,F,0.5,0.5,0.5,F,F,F,F,F,F,F,F,F,F,F,F,F,0.5,0.5,0.5,0.7,F,F,F,F,F,0.2,F,F,0.6,0.6,F,0.9,0.9,0.5,0.8,0.8,0.7,F,F,F,0.2,0.2,0.5,0.5,0.5,F,F,F,1.0,1.5,1.4,1.4,F,F,F,F,F,F,F,F,F,F,F,F
MOD15A2H.A2008081.h30v12.006.2021089114514.Lai_500m,MOD15A2H,A2008081,Lat-33.6152Lon150.7236Samp17Line17,2021089114514,F,F,F,1.4,1.8,1.9,0.8,1.3,1.6,1.6,1.5,1.5,1.6,2.1,1.6,1.4,0.9,F,F,1.8,1.3,2.0,2.0,1.7,1.6,1.5,1.5,1.5,1.6,1.6,1.7,1.1,0.9,F,F,F,1.6,2.0,2.0,1.6,1.6,1.5,1.6,1.6,1.5,1.6,1.0,1.0,1.9,F,1.0,F,1.6,1.6,1.6,1.6,1.5,1.5,1.6,1.4,1.9,1.5,2.0,1.3,1.9,1.2,0.9,1.3,1.6,1.6,1.6,1.3,1.3,1.5,1.5,1.5,1.7,1.1,1.1,1.3,0.7,0.8,0.8,0.8,F,1.4,1.5,1.3,1.3,1.6,1.5,1.2,0.9,1.1,1.5,1.0,1.0,1.0,1.0,F,F,F,1.6,1.5,1.8,2.0,1.5,1.2,1.8,1.3,0.7,0.9,0.9,0.7,1.0,1.0,1.0,F,F,1.4,1.4,2.2,1.7,2.7,1.1,F,F,0.6,1.6,1.4,1.1,1.2,0.8,F,F,1.5,1.5,1.5,2.8,1.3,F,1.1,1.5,1.2,1.4,1.4,1.3,1.4,1.4,1.6,1.5,2.4,2.4,1.2,1.6,0.8,F,1.1,0.9,1.0,1.3,1.4,1.5,1.6,1.4,1.6,1.1,2.0,1.9,0.8,1.2,F,F,0.6,0.8,1.2,1.0,1.4,1.5,2.0,1.6,1.5,1.3,1.5,1.0,1.1,1.2,F,0.7,F,1.0,0.9,1.0,0.9,0.9,1.2,1.0,1.1,1.1,1.2,1.1,F,1.1,F,0.7,0.9,F,F,F,1.1,1.0,1.1,1.4,0.9,1.2,1.2,0.9,1.4,F,F,F,0.3,0.2,0.3,0.9,1.0,0.9,0.9,1.4,1.1,1.2,1.3,1.4,F,F,F,F,F,0.9,0.8,0.8,0.9,1.3,1.6,1.0,1.0,1.5,1.2,1.5,F,1.4,F,F,1.0,1.0,F,0.8,1.2,2.2,2.2,1.3,1.0,1.1,1.1,1.7,1.7,1.6,1.3,1.2,1.1,0.9,1.3,F,1.2,1.5,1.4,1.0,0.9,1.0,1.3,1.0,1.2,1.6,4.2,3.9,3.1,1.3,1.3,1.7
MOD15A2H.A2008089.h30v12.006.2021090005351.Lai_500m,MOD15A2H,A2008089,Lat-33.6152Lon150.7236Samp17Line17,2021090005351,4.4,4.9,5.0,2.2,2.7,2.4,1.4,2.0,2.3,2.3,2.4,2.2,2.2,2.2,2.1,1.8,1.0,4.2,5.3,2.5,1.9,2.3,2.3,2.4,2.2,2.0,2.0,2.2,2.2,2.4,2.0,1.2,1.2,F,4.5,4.9,2.4,2.1,2.3,2.2,2.2,2.1,2.2,2.1,2.2,2.4,1.3,1.2,2.1,F,2.1,4.9,2.3,2.1,2.3,2.2,2.2,2.1,2.0,2.2,2.2,1.8,2.4,2.1,1.8,1.6,1.2,1.5,2.3,2.1,2.3,1.9,1.7,2.0,2.0,2.2,2.2,1.2,1.2,1.7,1.3,1.0,1.3,1.3,F,2.2,2.2,1.7,1.6,2.0,2.0,1.2,1.2,1.4,1.9,1.2,1.2,1.0,1.1,F,F,F,1.9,2.0,1.7,1.9,2.2,1.5,2.1,1.8,1.0,1.2,1.4,1.0,1.0,1.2,1.2,F,F,1.3,1.5,2.2,1.4,1.6,2.2,F,F,1.0,2.0,2.0,1.5,1.2,1.0,F,F,1.2,1.8,1.5,2.1,1.7,F,1.4,1.8,1.7,1.6,1.9,1.6,1.7,1.6,1.5,2.0,2.2,2.0,2.2,1.9,1.0,F,1.2,1.3,1.8,1.6,1.7,2.2,1.7,2.0,1.7,1.4,2.1,2.0,1.2,1.6,F,F,1.0,1.3,1.8,1.4,1.8,1.8,1.9,2.0,1.7,1.7,1.7,1.2,1.5,1.6,F,1.0,F,1.6,1.4,1.2,1.2,1.4,1.8,1.4,1.5,1.7,1.7,2.0,F,1.6,F,1.0,1.4,F,F,F,1.3,1.3,1.4,1.7,1.3,1.6,1.8,1.3,1.2,F,F,F,0.8,0.6,0.9,1.0,1.3,1.2,1.2,1.7,1.6,1.6,1.7,1.3,F,F,F,F,F,1.3,1.3,1.1,1.2,1.7,1.9,1.4,1.3,1.8,1.6,1.7,F,1.3,F,F,1.0,1.0,F,1.0,1.4,1.7,1.9,1.7,1.4,1.4,1.7,1.7,1.5,1.5,1.5,1.6,1.4,1.5,1.1,F,1.8,1.9,1.4,1.3,1.3,1.3,1.5,1.3,1.1,1.6,3.9,3.8,3.9,1.5,1.6,1.8
MOD15A2H.A2008097.h30v12.006.2021090102221.Lai_500m,MOD15A2H,A2008097,Lat-33.6152Lon150.7236Samp17Line17,2021090102221,4.3,4.3,F,1.9,2.6,2.4,1.2,1.7,2.2,2.1,1.9,2.1,2.1,2.1,1.8,1.5,1.1,F,4.4,2.3,2.0,2.2,2.3,2.3,2.1,2.1,1.9,2.0,2.1,2.4,1.9,1.3,1.1,F,1.0,4.4,2.2,2.1,2.1,2.0,2.0,2.1,2.1,2.1,2.1,1.9,0.9,1.3,2.1,F,1.8,3.7,2.1,2.1,1.9,2.1,2.0,2.1,2.1,1.9,2.1,1.4,2.0,2.3,2.1,2.1,1.0,1.5,2.1,2.0,2.0,1.6,1.4,1.9,2.0,1.9,1.7,1.2,1.1,1.9,1.2,1.0,1.2,0.9,F,2.1,1.8,1.6,1.4,2.0,1.9,1.1,1.2,1.2,1.9,1.0,1.2,1.0,1.1,F,F,F,1.8,1.4,1.4,1.8,2.1,1.2,2.3,2.5,1.1,1.1,1.3,1.0,1.1,1.0,1.0,F,F,1.5,1.2,2.0,1.1,1.9,1.7,F,F,0.9,1.6,1.8,0.8,1.2,0.8,F,F,1.2,2.0,2.0,2.0,1.4,F,1.4,1.7,1.5,1.6,1.8,1.4,1.5,1.3,1.3,1.4,1.9,1.9,1.7,1.5,0.9,F,1.1,0.9,1.5,1.5,1.7,2.0,1.4,1.7,1.4,1.0,1.7,1.7,1.2,1.4,F,F,0.7,1.4,1.8,1.3,1.7,1.8,1.8,1.7,1.6,1.5,1.5,1.0,1.0,1.3,F,0.8,F,1.2,1.2,1.1,1.0,1.1,1.8,1.3,1.3,1.6,1.6,1.4,F,1.3,F,0.8,1.2,F,F,F,1.2,1.1,1.3,1.6,1.0,1.4,1.4,0.8,1.3,F,F,F,0.6,0.5,0.9,1.0,1.2,1.2,1.2,1.6,1.6,1.7,1.7,0.8,F,F,F,F,F,1.0,1.4,1.0,1.1,1.6,1.8,1.1,1.2,1.7,1.4,1.7,F,1.2,F,F,1.1,1.0,F,1.0,1.2,1.8,1.8,1.6,1.2,1.3,1.7,1.4,1.4,1.5,1.4,1.2,1.0,1.1,1.3,F,1.8,1.9,1.3,1.1,1.1,1.3,1.6,0.9,0.9,1.5,2.8,2.7,2.7,1.5,1.7,1.7
MOD15A2H.A2008105.h30v12.006.2021093232259.Lai_500m,MOD15A2H,A2008105,Lat-33.6152Lon150.7236Samp17Line17,2021093232259,F,F,F,F,0.3,0.1,F,0.1,F,F,F,F,F,F,F,F,F,F,F,F,0.2,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,0.3,0.2,0.1,0.1,F,F,F,F,F,F,F,F,F,F,F,0.2,1.3,0.8,0.3,0.1,F,F,F,F,F,F,F,F,F,F,0.2,1.1,1.8,F,0.2,0.2,0.2,0.2,0.2,0.1,0.1,F,F,F,F,F,F,0.3,F,0.2,0.2,0.2,0.3,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,F,F,F,0.3,0.2,0.1,F,F,F,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.4,0.3,F,F,0.1,F,F,F,F,F,F,F,0.1,0.1,0.1,F,0.1,0.2,F,F,F,0.4,F,F,F,F,F,F,F,0.2,0.1,0.1,0.1,F,F,0.1,F,F,0.2,0.2,0.1,F,F,0.1,F,0.2,F,0.1,F,F,F,F,F,F,F,F,F,F,F,0.3,0.1,0.1,F,F,F,0.1,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,0.1,F,F,F,F,F,F,F,0.1,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,0.1,0.1,F,F,F,F,F,F,F,F,F,F,F,F,F,0.3,0.1,0.1,F,F,F,F,F,F,F,F,F,F,F,F,F
MOD15A2H.A2008113.h30v12.006.2021094050608.Lai_500m,MOD15A2H,A2008113,Lat-33.6152Lon150.7236Samp17Line17,2021094050608,6.6,6.6,6.3,1.4,1.8,1.8,0.8,1.4,1.9,1.7,1.5,1.5,1.4,1.6,1.2,1.2,0.7,6.8,4.9,1.7,1.3,1.5,1.8,1.6,1.8,1.6,1.4,1.5,1.4,1.6,1.3,0.8,0.8,F,4.9,3.8,1.5,1.5,1.7,1.6,1.6,1.6,1.6,1.5,1.5,1.5,0.8,0.9,2.2,F,1.3,4.6,1.5,1.7,1.4,1.6,1.6,1.6,1.6,1.5,1.6,1.3,1.6,1.6,1.6,1.6,1.0,1.1,1.6,1.6,1.4,1.2,1.2,1.6,1.5,1.5,1.5,1.1,0.9,1.6,1.2,1.0,1.2,1.0,F,1.5,1.4,1.2,1.1,1.6,1.5,0.9,1.0,1.2,1.7,0.9,1.0,0.8,1.0,F,F,F,1.2,1.2,1.4,1.5,1.6,1.1,1.6,1.6,0.8,0.9,1.1,0.8,0.8,0.8,0.8,F,F,1.2,1.2,1.5,0.9,1.3,1.5,F,F,0.9,1.2,1.4,1.1,1.0,0.7,F,F,0.9,1.9,1.5,1.2,1.3,F,1.2,1.3,1.2,1.2,1.2,1.1,1.3,1.2,1.1,1.3,1.3,1.2,1.2,1.6,0.9,F,1.1,1.0,1.1,1.3,1.2,1.5,1.1,1.3,1.2,0.9,1.3,1.3,0.9,1.4,F,F,0.6,1.0,1.2,1.0,1.3,1.4,1.3,1.3,1.1,1.3,1.5,0.8,1.0,1.0,F,0.9,F,1.1,0.9,1.0,1.0,1.0,1.3,1.1,1.1,1.1,1.5,1.1,F,1.0,F,0.9,1.1,F,F,F,1.0,1.0,1.0,1.2,1.0,1.2,1.2,0.9,0.9,F,F,F,0.4,0.5,0.7,0.7,1.0,0.9,1.0,1.2,1.2,1.2,1.3,1.0,F,F,F,F,F,1.0,1.0,0.9,0.9,1.3,1.2,1.0,1.0,1.2,1.2,1.4,F,1.0,F,F,0.7,0.7,F,0.9,0.9,1.3,1.4,1.2,1.0,1.0,1.3,1.4,1.2,1.2,1.2,1.2,1.0,1.0,1.0,F,1.2,1.2,1.0,1.0,1.0,0.9,1.3,0.9,0.9,1.2,2.8,3.1,3.1,1.2,1.2,1.2
MOD15A2H.A2008121.h30v12.006.2021094195704.Lai_500m,MOD15A2H,A2008121,Lat-33.6152Lon150.7236Samp17Line17,2021094195704,6.5,6.9,6.9,1.3,1.5,1.5,0.8,1.3,1.5,1.4,1.4,1.3,1.5,1.5,1.1,1.1,0.7,6.5,6.9,1.5,1.3,1.4,1.5,1.5,1.4,1.3,1.3,1.2,1.2,1.4,1.2,0.9,0.6,F,6.9,6.9,1.3,1.3,1.2,1.3,1.3,1.3,1.3,1.2,1.2,1.2,0.9,0.9,1.2,F,1.2,6.9,1.3,1.4,1.3,1.3,1.3,1.4,1.2,1.3,1.2,1.0,1.5,1.5,1.4,1.2,0.7,1.0,1.3,1.3,1.3,1.2,1.2,1.4,1.2,1.3,1.3,0.8,0.8,1.3,1.0,1.0,1.0,1.0,F,1.2,1.3,1.1,1.1,1.2,1.2,0.8,0.8,0.8,1.4,0.9,0.9,0.8,1.0,F,F,F,1.2,1.2,1.2,1.5,1.6,0.8,1.4,1.4,0.9,0.9,0.9,0.8,0.9,0.9,0.8,F,F,1.0,1.0,1.5,0.8,1.3,1.2,F,F,0.9,1.3,1.1,1.1,1.0,0.8,F,F,0.8,1.5,1.2,1.1,1.4,F,1.0,1.1,1.3,1.2,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.2,1.2,0.8,F,1.0,1.0,1.2,1.2,1.4,1.4,1.1,1.1,1.2,0.8,1.1,1.1,0.8,1.1,F,F,0.6,1.0,1.2,1.0,1.2,1.4,1.2,1.1,1.2,1.1,1.1,0.8,0.8,0.9,F,0.8,F,1.2,0.9,0.9,1.0,0.9,1.2,0.9,1.0,1.1,1.1,1.0,F,0.9,F,0.8,1.1,F,F,F,0.9,0.9,0.9,1.0,0.9,1.0,1.0,0.8,0.8,F,F,F,0.6,0.6,0.6,0.7,0.8,0.8,0.9,1.0,1.0,1.0,1.0,0.9,F,F,F,F,F,0.9,1.0,0.8,0.8,1.2,1.0,0.8,0.8,1.2,1.0,1.0,F,0.9,F,F,0.7,0.8,F,0.7,0.8,1.2,1.1,1.1,0.9,1.0,1.1,1.1,1.0,1.0,1.1,0.7,0.7,0.8,0.8,F,1.1,1.1,1.0,1.0,0.9,0.9,1.0,0.9,1.0,1.1,3.9,3.9,2.8,1.2,1.1,1.0
MOD15A2H.A2008129.h30v12.006.2021095085437.Lai_500m,MOD15A2H,A2008129,Lat-33.6152Lon150.7236Samp17Line17,2021095085437,F,6.8,6.5,1.4,1.7,1.8,0.9,1.3,1.6,1.6,1.5,1.6,1.8,1.6,1.3,1.1,0.7,F,4.0,1.9,1.3,1.6,1.7,1.8,1.7,1.7,1.5,1.4,1.5,1.6,1.4,1.0,0.7,F,4.0,4.0,1.7,1.5,1.6,1.6,1.7,1.7,1.6,1.5,1.4,1.3,1.0,1.0,1.9,F,1.5,F,1.5,1.7,1.5,1.6,1.5,1.6,1.6,1.5,1.6,1.3,1.6,1.9,1.6,1.4,0.8,0.9,1.7,1.5,1.6,1.2,1.2,1.6,1.6,1.5,1.4,0.8,0.8,1.5,1.1,0.9,1.0,1.0,F,1.5,1.5,1.2,1.2,1.5,1.5,0.9,1.0,0.8,1.6,0.8,1.0,0.8,1.0,F,F,F,1.4,1.0,1.1,1.5,1.6,1.0,1.8,1.6,0.8,0.9,0.9,0.6,1.0,0.9,0.8,F,F,1.0,1.2,1.5,0.8,1.2,1.4,F,F,0.8,1.3,1.3,0.6,1.0,0.8,F,F,0.9,1.4,1.1,1.7,1.2,F,1.1,1.3,1.2,1.4,1.4,1.1,1.1,1.0,1.0,1.2,1.1,1.0,1.1,1.1,0.9,F,0.7,0.7,1.2,1.4,1.4,1.5,1.0,1.2,1.2,0.9,1.4,1.4,0.9,1.1,F,F,0.6,1.0,1.3,1.0,1.3,1.3,1.4,1.2,1.1,1.0,1.2,0.7,0.7,1.1,F,0.6,F,1.2,0.9,0.8,1.0,0.9,1.4,0.9,1.0,1.2,1.2,1.1,F,1.1,F,0.8,1.0,F,F,F,0.9,0.9,1.0,1.2,0.8,1.3,1.2,0.7,0.9,F,F,F,0.4,0.3,0.7,0.7,0.9,0.9,0.9,1.2,1.2,1.3,1.1,0.8,F,F,F,F,F,1.1,0.9,0.7,0.7,1.2,1.2,0.9,1.0,1.4,1.0,1.4,F,1.0,F,F,0.7,0.7,F,0.7,0.9,1.3,1.2,1.2,0.8,1.0,1.3,1.2,1.1,1.0,1.0,1.1,1.0,0.9,1.2,F,1.3,1.4,1.2,0.8,0.8,0.9,1.0,0.6,0.8,1.2,F,F,2.6,1.2,1.2,1.2
MOD15A2H.A2008137.h30v12.006.2021096210110.Lai_500m,MOD15A2H,A2008137,Lat-33.6152Lon150.7236Samp17Line17,2021096210110,F,6.9,6.9,1.4,1.6,1.6,0.9,1.4,1.6,1.6,1.5,1.6,1.5,1.2,1.0,0.9,0.6,F,6.9,1.8,1.3,1.6,1.6,1.6,1.6,1.5,1.2,1.5,1.2,1.2,1.2,0.9,0.9,F,2.7,3.1,1.5,1.5,1.6,1.7,1.5,1.5,1.5,1.5,1.5,1.2,0.8,0.9,1.5,F,1.4,2.9,1.6,1.6,1.6,1.5,1.4,1.6,1.6,1.4,1.5,1.0,1.2,1.4,1.3,1.2,0.8,0.9,1.6,1.6,1.5,1.1,1.2,1.5,1.6,1.4,1.2,0.7,0.8,1.3,1.0,1.1,1.0,1.0,F,1.5,1.2,1.0,1.0,1.5,1.5,0.8,0.8,0.7,1.2,0.9,1.0,0.8,1.0,F,F,F,1.3,1.2,1.2,1.4,1.5,0.8,1.4,1.2,0.8,0.8,1.0,0.8,0.7,0.7,0.9,F,F,0.9,1.0,1.5,0.9,1.0,1.2,F,F,0.8,1.4,1.2,1.0,1.1,0.8,F,F,0.7,1.6,1.2,1.0,1.1,F,1.0,1.2,1.2,1.2,1.2,0.9,1.0,1.1,1.0,1.0,1.0,1.0,1.2,1.3,0.7,F,0.9,0.9,1.1,1.2,1.4,1.3,1.0,1.0,1.1,0.8,1.3,1.1,0.9,1.0,F,F,0.7,0.9,1.2,1.0,1.4,1.3,1.3,1.1,1.0,1.1,1.1,0.9,0.8,1.0,F,0.6,F,0.9,0.8,0.9,1.0,0.9,1.3,0.8,1.0,1.1,1.0,1.0,F,0.9,F,0.8,0.9,F,F,F,0.8,0.8,0.9,1.0,0.9,1.1,1.0,0.6,0.7,F,F,F,0.7,0.3,0.3,0.7,0.7,0.7,0.9,1.0,1.0,1.1,1.1,0.9,F,F,F,F,F,1.0,1.0,0.7,0.7,0.9,1.0,0.9,0.8,1.0,0.9,1.2,F,1.0,F,F,0.7,0.7,F,0.8,0.7,1.0,1.3,1.1,0.8,0.9,1.2,1.2,1.0,0.9,1.3,1.2,0.9,1.1,1.0,F,1.1,1.1,0.8,0.8,0.8,0.8,1.2,0.9,0.8,1.2,2.1,2.2,2.2,1.1,1.0,1.2
MOD15A2H.A2008145.h30v12.006.2021097150336.Lai_500m,MOD15A2H,A2008145,Lat-33.6152Lon150.7236Samp17Line17,2021097150336,6.9,6.9,6.4,1.4,1.7,1.7,0.8,1.3,1.6,1.6,1.5,1.6,1.5,1.6,1.2,1.0,0.7,6.8,6.8,2.0,1.3,1.5,1.6,1.7,1.6,1.5,1.5,1.5,1.5,1.6,1.1,0.7,0.8,F,6.8,6.8,1.6,1.5,1.5,1.5,1.7,1.7,1.5,1.5,1.3,1.4,0.9,1.2,1.4,F,1.1,F,1.6,1.7,1.5,1.5,1.4,1.6,1.5,1.5,1.5,1.3,1.5,2.1,1.4,1.5,0.9,1.0,1.7,1.5,1.5,1.1,1.1,1.6,1.5,1.5,1.5,0.8,0.8,1.5,0.9,1.0,0.9,0.8,F,1.5,1.4,1.1,1.1,1.4,1.4,0.8,0.8,0.8,1.4,0.8,0.9,0.8,0.9,F,F,F,1.4,1.0,1.0,1.3,1.6,0.9,1.6,1.5,0.8,0.8,0.9,0.6,0.9,0.8,0.7,F,F,0.9,1.2,1.5,0.8,1.0,1.2,F,F,0.6,1.2,1.1,0.6,0.9,0.8,F,F,0.8,1.4,1.1,1.6,1.2,F,1.1,1.2,1.2,1.3,1.2,0.9,1.0,0.9,1.1,1.0,1.0,0.8,1.1,1.0,0.9,F,0.7,0.7,1.2,1.2,1.2,1.3,1.0,1.0,1.1,0.9,1.1,1.2,0.7,1.0,F,F,0.7,0.9,1.2,1.0,1.2,1.2,1.3,1.2,1.1,0.9,1.0,0.6,0.9,0.9,F,0.7,F,1.1,0.8,0.8,0.9,0.8,1.3,0.8,1.0,1.2,1.2,0.9,F,1.0,F,0.7,0.9,F,F,F,0.8,0.8,0.9,1.1,0.7,1.1,1.2,0.6,0.8,F,F,F,0.4,0.3,0.6,0.7,0.8,0.8,0.8,1.2,1.1,1.1,1.0,0.7,F,F,F,F,F,1.0,0.8,0.7,0.7,1.0,1.2,0.8,0.8,1.1,1.0,1.3,F,0.9,F,F,0.7,0.7,F,0.6,0.7,1.2,1.1,1.1,0.7,0.9,1.3,1.1,1.0,1.0,1.4,1.2,1.0,0.9,1.2,F,1.3,1.3,0.8,0.8,0.7,0.8,1.0,0.6,0.7,1.2,1.8,2.6,2.4,1.2,1.2,1.2
MOD15A2H.A2008153.h30v12.006.2021098072259.Lai_500m,MOD15A2H,A2008153,Lat-33.6152Lon150.7236Samp17Line17,2021098072259,F,F,F,F,1.5,1.4,0.8,1.1,1.4,1.4,1.2,1.3,1.2,1.2,0.9,1.0,0.6,F,F,1.4,0.9,1.3,1.5,1.5,1.5,1.2,1.1,1.1,1.2,1.2,0.9,0.7,0.7,F,F,F,1.3,1.3,1.3,1.3,1.5,1.3,1.3,1.2,1.2,1.2,0.7,0.8,1.7,F,1.3,F,1.3,1.3,1.3,1.3,1.2,1.4,1.2,1.2,1.2,0.9,1.3,1.0,0.8,0.8,0.6,0.9,1.4,1.3,1.2,0.9,0.9,1.4,1.2,1.2,1.5,0.8,0.8,0.9,1.0,0.6,0.6,0.8,F,1.2,1.2,0.8,0.9,1.2,1.2,0.7,0.8,0.7,1.1,0.8,0.8,0.7,1.0,F,F,F,1.0,0.8,0.7,1.1,1.3,0.8,0.9,0.9,0.6,0.8,0.8,0.6,0.4,0.6,0.7,F,F,0.8,1.0,1.3,0.7,0.7,0.9,F,F,0.6,1.1,1.1,0.6,0.8,0.6,F,F,0.7,1.4,1.1,0.7,0.8,F,1.0,1.1,1.0,1.0,1.0,0.9,0.8,1.0,0.8,1.0,1.0,1.0,1.3,0.7,0.6,F,0.7,0.6,1.0,1.0,1.0,1.1,0.7,0.9,0.9,0.7,1.4,1.0,0.9,1.1,F,F,0.4,0.8,1.0,0.7,1.1,1.0,1.1,0.8,0.7,0.6,1.4,1.0,1.0,0.9,F,0.6,F,0.8,0.7,0.7,0.7,0.7,1.0,0.6,0.9,0.9,1.1,0.9,F,0.8,F,0.6,0.6,F,F,F,0.7,0.7,0.7,0.8,0.7,1.0,0.8,0.5,0.7,F,F,F,0.3,0.1,0.3,0.6,0.6,0.7,0.7,0.9,0.9,1.0,1.0,0.7,F,F,F,F,F,0.8,0.8,0.6,0.6,0.9,0.9,0.7,0.6,1.0,0.8,0.9,F,0.8,F,F,0.6,0.5,F,0.6,0.5,1.0,1.1,0.9,0.7,0.7,1.1,0.9,0.8,1.0,1.2,1.0,0.9,0.5,0.7,F,1.0,1.0,0.8,0.7,0.7,0.7,1.0,0.6,0.7,1.0,F,F,2.0,0.9,1.1,1.0
MOD15A2H.A2008161.h30v12.006.2021099001819.Lai_500m,MOD15A2H,A2008161,Lat-33.6152Lon150.7236Samp17Line17,2021099001819,6.8,6.5,6.5,1.2,1.4,1.3,0.9,1.2,1.2,1.3,1.3,1.2,1.2,1.2,0.9,0.9,0.6,F,6.9,1.4,1.2,1.3,1.3,1.4,1.4,1.2,0.9,1.1,1.1,1.2,1.0,0.9,0.6,F,6.9,6.9,1.3,1.3,1.2,1.3,1.4,1.3,1.2,1.2,1.2,1.2,0.7,0.9,1.4,F,1.0,3.2,1.3,1.3,1.2,1.2,1.4,1.0,1.2,1.2,1.2,1.0,1.2,1.2,1.0,1.0,0.6,0.8,1.4,1.3,1.2,1.0,1.0,1.2,1.2,1.2,1.2,0.8,0.7,1.2,0.8,0.8,1.0,0.7,F,1.2,1.2,1.0,0.9,1.0,1.2,0.8,0.8,0.3,0.4,0.5,0.5,0.6,1.0,F,F,F,1.2,1.2,0.9,1.0,1.2,0.8,1.0,0.6,0.6,0.5,0.6,0.6,0.9,0.7,0.7,F,F,0.8,0.8,1.2,0.9,1.0,1.0,F,F,0.5,1.1,1.1,0.7,0.7,0.6,F,F,0.6,1.0,1.2,1.2,1.2,F,1.0,1.2,1.0,1.1,1.0,0.8,1.0,0.9,1.0,1.1,1.0,1.1,1.0,1.0,0.6,F,1.0,0.9,1.0,1.0,1.4,1.1,0.9,0.8,1.0,0.8,1.3,1.4,0.8,1.0,F,F,0.7,0.8,0.9,0.9,1.0,1.1,1.0,0.8,0.8,0.9,1.3,1.0,0.9,1.1,F,0.6,F,0.9,0.8,0.9,0.9,0.9,1.0,0.8,0.9,1.2,1.2,0.9,F,0.8,F,0.8,0.8,F,F,F,1.2,0.8,0.8,1.0,1.0,1.1,1.1,0.7,0.9,F,F,F,0.5,0.5,0.6,0.8,1.2,1.0,0.8,1.1,1.2,1.1,1.3,0.8,F,F,F,F,F,0.9,0.9,0.8,0.8,1.0,1.3,0.8,0.8,1.1,1.0,1.4,F,0.9,F,F,0.7,0.8,F,0.7,0.8,1.2,1.4,1.4,0.9,0.9,1.2,1.1,1.0,1.1,1.0,1.0,0.9,0.8,0.8,F,1.3,1.3,0.9,1.1,0.8,0.8,1.2,0.7,0.7,1.1,1.3,F,2.4,1.2,1.1,1.0
